9.500000000000000000e+02 2.786429875010180621e-03
2.000000000000000000e+03 2.876236838361064413e-05
3.000000000000000000e+03 4.476285304153330620e-06
4.000000000000000000e+03 1.553684923162519461e-06
5.000000000000000000e+03 7.938902481476511008e-07
6.000000000000000000e+03 5.045907063055537559e-07
7.000000000000000000e+03 3.670116439314058261e-07
8.000000000000000000e+03 2.916441308981548094e-07
9.000000000000000000e+03 2.462553022078253975e-07
1.000000000000000000e+04 2.170814534760095263e-07
1.100000000000000000e+04 1.974720692351467969e-07
1.200000000000000000e+04 1.838959744201866078e-07
1.300000000000000000e+04 1.743356488519373214e-07
1.400000000000000000e+04 1.675690441813061689e-07
1.500000000000000000e+04 1.628183554757419972e-07
