9.500000000000000000e+02 2.221538381839516609e-04
2.000000000000000000e+03 4.607994063439837031e-06
3.000000000000000000e+03 1.022751665497768521e-06
4.000000000000000000e+03 4.537404468453722483e-07
5.000000000000000000e+03 2.784778942306664738e-07
6.000000000000000000e+03 2.039863651473138111e-07
7.000000000000000000e+03 1.660595037063793575e-07
8.000000000000000000e+03 1.445571317077287051e-07
9.000000000000000000e+03 1.315814109505122861e-07
1.000000000000000000e+04 1.235142766124786968e-07
1.100000000000000000e+04 1.185054785411593195e-07
1.200000000000000000e+04 1.155240607625574534e-07
1.300000000000000000e+04 1.139563712302760452e-07
1.400000000000000000e+04 1.134170641588611844e-07
1.500000000000000000e+04 1.136547367662965356e-07
