0,03045    0,000001909
0,03239    0,000001438
0,03407    0,000001039
0,03608    7,938e-7
0,03818    5,981e-7
0,04037    4,906e-7
0,04281    4,199e-7
0,04617    3,750e-7
0,04878    4,025e-7
0,05155    4,444e-7
0,05449    5,494e-7
0,05743    7,292e-7
0,06046    9,955e-7
0,06290    0,000001248
0,06458    0,000001657
0,06651    0,000002230
0,06895    0,000002960
0,07155    0,000004337
0,07399    0,000006355
0,07643    0,000009052
0,07836    0,00001253
0,08214    0,00002146
0,08559    0,00003726
0,08862    0,00006115
0,09181    0,0001003
0,09517    0,0001670
0,09803    0,0002664
0,1011    0,0003903
