9.500000000000000000e+02 1.581584699987314060e-02
2.000000000000000000e+03 1.261083579215281560e-04
3.000000000000000000e+03 1.583081004998278569e-05
4.000000000000000000e+03 4.715095729563936789e-06
5.000000000000000000e+03 2.119889073779680578e-06
6.000000000000000000e+03 1.207498594783333808e-06
7.000000000000000000e+03 7.992231495106657022e-07
8.000000000000000000e+03 5.855557807187154514e-07
9.000000000000000000e+03 4.609860838269158943e-07
1.000000000000000000e+04 3.825163483197915194e-07
1.100000000000000000e+04 3.301883713201874943e-07
1.200000000000000000e+04 2.937849421987561831e-07
1.300000000000000000e+04 2.676484758155534622e-07
1.400000000000000000e+04 2.484464255087568731e-07
1.500000000000000000e+04 2.341110707512680245e-07
