0,02151    2,186e-8
0,02332    2,186e-8
0,02554    2,303e-8
0,02715    2,523e-8
0,02927    2,837e-8
0,03219    3,317e-8
0,03703    4,778e-8
0,04065    5,886e-8
0,04368    6,793e-8
0,04640    7,540e-8
0,04992    8,047e-8
0,05496    9,168e-8
0,05849    9,913e-8
0,06302    1,253e-7
0,06927    1,853e-7
