9.500000000000000000e+02 1.059718170147285659e-03
2.000000000000000000e+03 1.491745681754590284e-05
3.000000000000000000e+03 2.766575363282763317e-06
4.000000000000000000e+03 1.065253366571595217e-06
5.000000000000000000e+03 5.822827462778095537e-07
6.000000000000000000e+03 3.878811771108224402e-07
7.000000000000000000e+03 2.920735172778471291e-07
8.000000000000000000e+03 2.384409952285143146e-07
9.000000000000000000e+03 2.058019018460175305e-07
1.000000000000000000e+04 1.848223634948029042e-07
1.100000000000000000e+04 1.708741227853416231e-07
1.200000000000000000e+04 1.614498732051854686e-07
1.300000000000000000e+04 1.550909419968846098e-07
1.400000000000000000e+04 1.509004470906509895e-07
1.500000000000000000e+04 1.483010777309229815e-07
