0,02018    0,000003881
0,02067    0,000003098
0,02130    0,000002473
0,02207    0,000001875
0,02291    0,000001454
0,02361    0,000001160
0,02452    8,866e-7
0,02543    6,628e-7
0,02641    4,955e-7
0,02732    3,898e-7
0,02830    3,000e-7
0,02921    2,412e-7
0,03033    1,856e-7
0,03180    1,328e-7
0,03271    1,115e-7
0,03376    9,368e-8
0,03481    8,159e-8
0,03593    7,054e-8
0,03775    6,325e-8
0,03873    6,055e-8
0,04034    6,144e-8
0,04210    6,704e-8
0,04413    7,983e-8
0,04574    9,436e-8
0,04742    1,132e-7
0,04875    1,367e-7
0,05008    1,616e-7
0,05106    1,843e-7
0,05204    2,070e-7
0,05442    2,872e-7
0,05638    3,841e-7
0,05883    5,290e-7
0,06359    0,000001018
0,06702    0,000001669
0,06989    0,000002491
0,07339    0,000003967
0,07682    0,000006365
0,07963    0,000009359
0,08278    0,00001448
0,08579    0,00002176
0,08845    0,00003176
0,09216    0,00005285
0,09664    0,00009878
0,1003    0,0001620
