9.500000000000000000e+02 3.146525514464463495e-04
2.000000000000000000e+03 5.931927013196975352e-06
3.000000000000000000e+03 1.232714711473327697e-06
4.000000000000000000e+03 5.291477050063147198e-07
5.000000000000000000e+03 3.173943860569507238e-07
6.000000000000000000e+03 2.286138468554039973e-07
7.000000000000000000e+03 1.837325244740534920e-07
8.000000000000000000e+03 1.583353120544110820e-07
9.000000000000000000e+03 1.429534768166767977e-07
1.000000000000000000e+04 1.332930870958507768e-07
1.100000000000000000e+04 1.271727230867324128e-07
1.200000000000000000e+04 1.233845498134938517e-07
1.300000000000000000e+04 1.212138199036244307e-07
1.400000000000000000e+04 1.202130024720699902e-07
1.500000000000000000e+04 1.200905225298820004e-07
