9.500000000000000000e+02 1.918109086699533060e-03
2.000000000000000000e+03 2.418236614265259751e-05
3.000000000000000000e+03 4.226130983342384611e-06
4.000000000000000000e+03 1.566986830455126545e-06
5.000000000000000000e+03 8.342467048757568973e-07
6.000000000000000000e+03 5.450409351085916545e-07
7.000000000000000000e+03 4.043883201796642946e-07
8.000000000000000000e+03 3.263263546303721833e-07
9.000000000000000000e+03 2.790572803077628489e-07
1.000000000000000000e+04 2.487214976843862073e-07
1.100000000000000000e+04 2.285158930290263519e-07
1.200000000000000000e+04 2.147807622127916232e-07
1.300000000000000000e+04 2.054030102134387895e-07
1.400000000000000000e+04 1.990902778437422676e-07
1.500000000000000000e+04 1.950139978242532840e-07
