2.000000000000000000e+03 2.131637062438802366e-04
3.000000000000000000e+03 2.540742437147284729e-05
4.000000000000000000e+03 7.256832631328199876e-06
5.000000000000000000e+03 3.165878413690328448e-06
6.000000000000000000e+03 1.762493408834218691e-06
7.000000000000000000e+03 1.145747192233605735e-06
8.000000000000000000e+03 8.273563219886284409e-07
9.000000000000000000e+03 6.436489350930221354e-07
1.000000000000000000e+04 5.288262166064897146e-07
1.100000000000000000e+04 4.526939172100093590e-07
1.200000000000000000e+04 3.999306414106101310e-07
1.300000000000000000e+04 3.621309838661986491e-07
1.400000000000000000e+04 3.343691605549087729e-07
1.500000000000000000e+04 3.136175953072955424e-07
