0,06085    8,644e-7
0,06126    8,644e-7
0,06127    6,444e-7
0,06168    6,212e-7
0,06179    6,624e-7
0,06214    6,444e-7
0,06274    2,954e-7
0,06297    2,981e-7
0,06319    6,269e-7
0,06337    6,327e-7
0,06343    5,933e-7
0,06366    6,269e-7
0,06371    0,000001159
0,06401    0,000001068
0,06460    6,624e-7
0,06488    0,000001118
0,06507    6,327e-7
0,06529    0,000001087
0,06605    0,000001355
0,06611    9,562e-7
0,06623    9,650e-7
0,06652    0,000001294
0,06775    0,000001138
0,06798    0,000001541
0,06804    0,000001097
0,06821    0,000001527
0,06985    0,000001599
0,07020    0,000001628
