0,02048    0,000003063
0,02086    0,000002664
0,02143    0,000002188
0,02220    0,000001711
0,02316    0,000001212
0,02383    9,954e-7
0,02483    7,348e-7
0,02574    5,560e-7
0,02675    4,241e-7
0,02746    3,512e-7
0,02866    2,571e-7
0,02981    1,961e-7
0,03115    1,472e-7
0,03253    1,160e-7
0,03392    9,687e-8
0,03540    8,924e-8
0,03646    8,997e-8
0,03789    9,687e-8
0,03894    1,087e-7
0,03995    1,249e-7
0,04110    1,509e-7
0,04234    1,898e-7
0,04382    2,550e-7
0,04516    3,343e-7
0,04770    5,698e-7
0,04899    7,470e-7
0,05019    9,873e-7
0,05162    0,000001337
0,05287    0,000001782
0,05488    0,000002753
0,05631    0,000003729
0,05928    0,000007188
0,06186    0,00001266
0,06535    0,00002715
0,06832    0,00005234
0,07095    0,00009447
0,07277    0,0001378
0,07559    0,0002549
0,07856    0,0004954
0,08071    0,0007908
0,08310    0,001337
0,08516    0,002082
