9.500000000000000000e+02 7.647719631736323020e-02
2.000000000000000000e+03 2.364261400963383144e-04
3.000000000000000000e+03 2.549328999849393611e-05
4.000000000000000000e+03 6.854559691554721858e-06
5.000000000000000000e+03 2.876551591393908821e-06
6.000000000000000000e+03 1.560358940038024841e-06
7.000000000000000000e+03 9.961483984429597925e-07
8.000000000000000000e+03 7.098986149579884654e-07
9.000000000000000000e+03 5.467160591749486324e-07
1.000000000000000000e+04 4.455347936900011542e-07
1.100000000000000000e+04 3.787643778075938562e-07
1.200000000000000000e+04 3.325712019598489298e-07
1.300000000000000000e+04 2.994398342707779242e-07
1.400000000000000000e+04 2.750100349802705315e-07
1.500000000000000000e+04 2.566123770707202230e-07
