9.500000000000000000e+02 1.316016559383823559e-01
2.000000000000000000e+03 3.263357795786142536e-04
3.000000000000000000e+03 3.318114180227570463e-05
4.000000000000000000e+03 8.584624080969126012e-06
5.000000000000000000e+03 3.502297251812535620e-06
6.000000000000000000e+03 1.858647981383118473e-06
7.000000000000000000e+03 1.165957904089394706e-06
8.000000000000000000e+03 8.190625778260921829e-07
9.000000000000000000e+03 6.232847988028538735e-07
1.000000000000000000e+04 5.028267203077183050e-07
1.100000000000000000e+04 4.237914758329089528e-07
1.200000000000000000e+04 3.693391228789568665e-07
1.300000000000000000e+04 3.303858813983842878e-07
1.400000000000000000e+04 3.016993848815318552e-07
1.500000000000000000e+04 2.800925687133641205e-07
