i i-1 T kVT
1 0 950 7.14805e-23
1 0 2000 1.51084e-20
1 0 3000 1.61530e-19
1 0 4000 7.01394e-19
1 0 5000 1.93572e-18
1 0 6000 4.09159e-18
1 0 7000 7.28197e-18
1 0 8000 1.15187e-17
1 0 9000 1.67436e-17
1 0 10000 2.28587e-17
1 0 11000 2.97482e-17
1 0 12000 3.72933e-17
1 0 13000 4.53805e-17
1 0 14000 5.39060e-17
1 0 15000 6.27775e-17
