i i-1 T kVT
1 0 950 1.26828e-21
1 0 2000 1.27063e-19
1 0 3000 9.68505e-19
1 0 4000 3.33458e-18
1 0 5000 7.73625e-18
1 0 6000 1.42821e-17
1 0 7000 2.28074e-17
1 0 8000 3.30195e-17
1 0 9000 4.45927e-17
1 0 10000 5.72184e-17
1 0 11000 7.06260e-17
1 0 12000 8.45882e-17
1 0 13000 9.89190e-17
1 0 14000 1.13469e-16
1 0 15000 1.28119e-16
